x,y,z,value
0.0,0.0,0.0,3.655850603040077
0.0,0.0,1.0,3.6594653911049346
0.0,0.0,2.0,3.6590450909107664
0.0,0.0,3.0,3.6547133736722213
0.0,0.0,4.0,3.6466234017401256
0.0,0.0,5.0,3.634954807974043
0.0,0.0,6.0,3.61991100561289
0.0,0.0,7.0,3.6017168599571576
0.0,0.0,8.0,3.5806167330469916
0.0,0.0,9.0,3.556872892548571
0.0,0.0,10.0,3.5307642568698023
0.0,0.0,11.0,3.5025854307165165
0.0,0.0,12.0,3.4726459694360945
0.0,0.0,13.0,3.4412697970873585
0.0,0.0,14.0,3.4087946926664783
0.0,0.0,15.0,3.37557175167069
0.0,0.0,16.0,3.341964726465547
0.0,0.0,17.0,3.308349148907866
0.0,0.0,18.0,3.275111142430358
0.0,0.0,19.0,3.242645838271031
0.0,0.0,20.0,3.2113553215768977
0.0,0.0,21.0,3.181646047467443
0.0,0.0,22.0,3.153925684446656
0.0,0.0,23.0,3.128599362349071
0.0,0.0,24.0,3.106065323758305
0.0,0.0,25.0,3.0867100009407027
0.0,0.0,26.0,3.070902564132827
0.0,0.0,27.0,3.058989010813883
0.0,0.0,28.0,3.051285888668583
0.0,0.0,29.0,3.048073766588699
0.0,0.0,30.0,3.0495905875785874
0.0,0.0,31.0,3.056025054166411
0.0,0.0,32.0,3.067510210280587
0.0,0.0,33.0,3.084117393007299
0.0,0.0,34.0,3.1058507327664873
0.0,0.0,35.0,3.1326423809017214
0.0,0.0,36.0,3.164348639259444
0.0,0.0,37.0,3.2007471569445514
0.0,0.0,38.0,3.241535345120265
0.0,0.0,39.0,3.2863301416395085
0.0,0.0,40.0,3.3346692337514607
0.0,0.0,41.0,3.3860138195445133
0.0,0.0,42.0,3.4397529577072725
0.0,0.0,43.0,3.495209521260699
0.0,0.0,44.0,3.551647734878109
0.0,0.0,45.0,3.60828223808313
0.0,0.0,46.0,3.66428857887405
0.0,0.0,47.0,3.7188150050787705
