x,y,z,value
0.0,0.0,0.0,4.755183510985876
0.0,0.0,1.0,4.757182625710636
0.0,0.0,2.0,4.758667389476297
0.0,0.0,3.0,4.759593439104892
0.0,0.0,4.0,4.759918886663987
0.0,0.0,5.0,4.759604624926107
0.0,0.0,6.0,4.758614624015298
0.0,0.0,7.0,4.756916217189862
0.0,0.0,8.0,4.7544803737306065
0.0,0.0,9.0,4.751281956938384
0.0,0.0,10.0,4.74729996529363
0.0,0.0,11.0,4.742517754893551
0.0,0.0,12.0,4.736923241359806
0.0,0.0,13.0,4.730509079500303
0.0,0.0,14.0,4.723272819113141
0.0,0.0,15.0,4.715217035437884
0.0,0.0,16.0,4.70634943288892
0.0,0.0,17.0,4.696682920846962
0.0,0.0,18.0,4.686235660436828
0.0,0.0,19.0,4.675031081381891
0.0,0.0,20.0,4.663097868196887
0.0,0.0,21.0,4.650469915160099
0.0,0.0,22.0,4.637186249692439
0.0,0.0,23.0,4.623290923963031
0.0,0.0,24.0,4.608832874737872
0.0,0.0,25.0,4.5938657516882895
0.0,0.0,26.0,4.5784477145781874
0.0,0.0,27.0,4.562641199952107
0.0,0.0,28.0,4.546512658148446
0.0,0.0,29.0,4.530132261662542
0.0,0.0,30.0,4.5135735860813515
0.0,0.0,31.0,4.496913265003534
0.0,0.0,32.0,4.480230620545026
0.0,0.0,33.0,4.463607271208732
0.0,0.0,34.0,4.447126719066963
0.0,0.0,35.0,4.4308739183651245
0.0,0.0,36.0,4.414934827804032
0.0,0.0,37.0,4.399395948894563
0.0,0.0,38.0,4.384343852901437
0.0,0.0,39.0,4.369864699001698
0.0,0.0,40.0,4.356043746376706
0.0,0.0,41.0,4.342964863033976
0.0,0.0,42.0,4.3307100342155955
0.0,0.0,43.0,4.319358873293257
0.0,0.0,44.0,4.308988138075123
0.0,0.0,45.0,4.299671255456937
0.0,0.0,46.0,4.291477857338149
0.0,0.0,47.0,4.284473330694066
0.0,0.0,48.0,4.27871838464595
0.0,0.0,49.0,4.274268637304159
0.0,1.0,0.0,4.77506384988379
0.0,1.0,1.0,4.776631423270219
0.0,1.0,2.0,4.777651601329603
0.0,1.0,3.0,4.778080342230657
0.0,1.0,4.0,4.777876149625143
0.0,1.0,5.0,4.7770003810521215
0.0,1.0,6.0,4.775417547190724
0.0,1.0,7.0,4.773095599877642
0.0,1.0,8.0,4.770006206828349
0.0,1.0,9.0,4.7661250110383335
0.0,1.0,10.0,4.761431872892455
0.0,1.0,11.0,4.755911093076702
0.0,1.0,12.0,4.749551614467138
0.0,1.0,13.0,4.742347201265204
0.0,1.0,14.0,4.734296593756536
0.0,1.0,15.0,4.725403637191287
0.0,1.0,16.0,4.715677383417576
0.0,1.0,17.0,4.705132164044529
0.0,1.0,18.0,4.693787634067718
0.0,1.0,19.0,4.681668785055654
0.0,1.0,20.0,4.668805927171331
0.0,1.0,21.0,4.655234639485945
0.0,1.0,22.0,4.640995688232028
0.0,1.0,23.0,4.626134912839085
0.0,1.0,24.0,4.610703079795176
0.0,1.0,25.0,4.594755704581322
0.0,1.0,26.0,4.578352842131139
0.0,1.0,27.0,4.561558846473918
0.0,1.0,28.0,4.544442100424508
0.0,1.0,29.0,4.527074716386028
0.0,1.0,30.0,4.509532209530791
0.0,1.0,31.0,4.4918931448187305
0.0,1.0,32.0,4.474238759500437
0.0,1.0,33.0,4.456652562931904
0.0,1.0,34.0,4.439219915698844
0.0,1.0,35.0,4.422027590209295
0.0,1.0,36.0,4.405163315061964
0.0,1.0,37.0,4.3887153056345785
0.0,1.0,38.0,4.372771783458856
0.0,1.0,39.0,4.357420487056967
0.0,1.0,40.0,4.342748177006599
0.0,1.0,41.0,4.328840138077828
0.0,1.0,42.0,4.315779681343761
0.0,1.0,43.0,4.303647649208268
0.0,1.0,44.0,4.2925219263170185
0.0,1.0,45.0,4.282476959322537
0.0,1.0,46.0,4.273583288459857
0.0,1.0,47.0,4.265907093856016
0.0,1.0,48.0,4.2595097594447395
0.0,1.0,49.0,4.254447457286873
0.0,2.0,0.0,4.795397595772712
0.0,2.0,1.0,4.796498335811191
0.0,2.0,2.0,4.797019623076067
0.0,2.0,3.0,4.7969178378668
0.0,2.0,4.0,4.796151972571317
0.0,2.0,5.0,4.794683942623696
0.0,2.0,6.0,4.7924788879866425
0.0,2.0,7.0,4.789505463043907
0.0,2.0,8.0,4.785736112812942
0.0,2.0,9.0,4.781147333428047
0.0,2.0,10.0,4.775719914899057
0.0,2.0,11.0,4.76943916421978
0.0,2.0,12.0,4.762295106984272
0.0,2.0,13.0,4.754282665766751
0.0,2.0,14.0,4.745401813632481
0.0,2.0,15.0,4.735657701271523
0.0,2.0,16.0,4.72506075638442
0.0,2.0,17.0,4.713626754097658
0.0,2.0,18.0,4.701376857346725
0.0,2.0,19.0,4.688337626334312
0.0,2.0,20.0,4.6745409963502045
0.0,2.0,21.0,4.6600242234262454
0.0,2.0,22.0,4.64482979749349
0.0,2.0,23.0,4.62900532290793
0.0,2.0,24.0,4.612603366414928
0.0,2.0,25.0,4.595681272829091
0.0,2.0,26.0,4.578300948914828
0.0,2.0,27.0,4.560528616161467
0.0,2.0,28.0,4.542434533354504
0.0,2.0,29.0,4.524092690049566
0.0,2.0,30.0,4.505580472257012
0.0,2.0,31.0,4.486978301840927
0.0,2.0,32.0,4.468369251325439
0.0,2.0,33.0,4.449838635982522
0.0,2.0,34.0,4.431473585247195
0.0,2.0,35.0,4.413362595667158
0.0,2.0,36.0,4.395595067743266
0.0,2.0,37.0,4.3782608291536
0.0,2.0,38.0,4.361449646976058
0.0,2.0,39.0,4.345250731631777
0.0,2.0,40.0,4.329752235362955
0.0,2.0,41.0,4.315040748133141
0.0,2.0,42.0,4.301200793895494
0.0,2.0,43.0,4.288314330213345
0.0,2.0,44.0,4.2764602542385
0.0,2.0,45.0,4.265713918054328
0.0,2.0,46.0,4.256146656373758
0.0,2.0,47.0,4.24782532954605
0.0,2.0,48.0,4.240811884770797
0.0,2.0,49.0,4.235162938343501
0.0,3.0,0.0,4.81612786687916
0.0,3.0,1.0,4.816727941643822
0.0,3.0,2.0,4.816717553922234
0.0,3.0,3.0,4.816053602494605
0.0,3.0,4.0,4.814695661163553
0.0,3.0,5.0,4.8126062918853885
0.0,3.0,6.0,4.809751348117509
0.0,3.0,7.0,4.806100266237454
0.0,3.0,8.0,4.801626342916863
0.0,3.0,9.0,4.796306996376145
0.0,3.0,10.0,4.790124009503142
0.0,3.0,11.0,4.783063752891428
0.0,3.0,12.0,4.775117385940755
0.0,3.0,13.0,4.766281034263279
0.0,3.0,14.0,4.756555941754131
0.0,3.0,15.0,4.745948595812973
0.0,3.0,16.0,4.734470824343961
0.0,3.0,17.0,4.722139863313937
0.0,3.0,18.0,4.708978393812282
0.0,3.0,19.0,4.695014547729286
0.0,3.0,20.0,4.680281881352393
0.0,3.0,21.0,4.6648193163702265
0.0,3.0,22.0,4.6486710479712965
0.0,3.0,23.0,4.631886419927051
0.0,3.0,24.0,4.6145197667558255
0.0,3.0,25.0,4.596630223273927
0.0,3.0,26.0,4.578281502051431
0.0,3.0,27.0,4.559541639501619
0.0,3.0,28.0,4.540482711543019
0.0,3.0,29.0,4.521180519980389
0.0,3.0,30.0,4.501714250954105
0.0,3.0,31.0,4.482166107004997
0.0,3.0,32.0,4.462620914492243
0.0,3.0,33.0,4.443165708284219
0.0,3.0,34.0,4.423889295814713
0.0,3.0,35.0,4.404881802758612
0.0,3.0,36.0,4.386234202730541
0.0,3.0,37.0,4.36803783354623
0.0,3.0,38.0,4.350383902708015
0.0,3.0,39.0,4.333362984882439
