x,y,z,value
0.0,0.0,0.0,5.206175668003754
0.0,0.0,1.0,5.240974850885177
0.0,0.0,2.0,5.273964303579404
0.0,0.0,3.0,5.305255441690015
0.0,0.0,4.0,5.334954097885424
0.0,0.0,5.0,5.363153236879391
0.0,0.0,6.0,5.3899265918301955
0.0,0.0,7.0,5.41532344888121
0.0,0.0,8.0,5.439364762350186
0.0,0.0,9.0,5.462040732654992
0.0,0.0,10.0,5.483309924247709
0.0,0.0,11.0,5.503099943571601
0.0,0.0,12.0,5.521309639389263
0.0,0.0,13.0,5.537812731795351
0.0,0.0,14.0,5.552462723799306
0.0,0.0,15.0,5.565098902384702
0.0,0.0,16.0,5.575553196067849
0.0,0.0,17.0,5.583657624580003
0.0,0.0,18.0,5.589252054474159
0.0,0.0,19.0,5.59219196295834
0.0,0.0,20.0,5.592355911467523
0.0,0.0,21.0,5.589652440412695
0.0,0.0,22.0,5.584026116818814
0.0,0.0,23.0,5.575462496450249
0.0,0.0,24.0,5.563991800453162
0.0,0.0,25.0,5.549691152150625
0.0,0.0,26.0,5.5326852707889795
0.0,0.0,27.0,5.513145573941001
0.0,0.0,28.0,5.491287696980744
0.0,0.0,29.0,5.467367494553592
0.0,0.0,30.0,5.441675643278343
0.0,0.0,31.0,5.41453101512043
0.0,0.0,32.0,5.3862730351965675
0.0,0.0,33.0,5.357253274648137
0.0,0.0,34.0,5.32782655735321
0.0,0.0,35.0,5.298341877641339
0.0,0.0,36.0,5.269133434179868
0.0,0.0,37.0,5.240512082528285
0.0,0.0,38.0,5.212757495595218
0.0,0.0,39.0,5.186111297839497
0.0,0.0,40.0,5.160771406345391
0.0,0.0,41.0,5.136887771012316
0.0,0.0,42.0,5.114559658456916
0.0,0.0,43.0,5.093834571492944
0.0,0.0,44.0,5.074708840072385
0.0,0.0,45.0,5.057129862294459
0.0,0.0,46.0,5.0409999175172056
0.0,0.0,47.0,5.026181419715094
0.0,0.0,48.0,5.012503429897029
0.0,0.0,49.0,4.999769203354798
0.0,1.0,0.0,5.218744626104701
0.0,1.0,1.0,5.252883567927425
0.0,1.0,2.0,5.284968916539189
0.0,1.0,3.0,5.315099967089213
