x,y,z,value
0.0,0.0,0.0,4.2383763016984615
0.0,0.0,1.0,4.193870919312659
0.0,0.0,2.0,4.151576576437523
0.0,0.0,3.0,4.112040312210723
0.0,0.0,4.0,4.0757707970325106
0.0,0.0,5.0,4.04322249513095
0.0,0.0,6.0,4.014780548782483
0.0,0.0,7.0,3.990746894773875
0.0,0.0,8.0,3.9713281001999183
0.0,0.0,9.0,3.956625364552811
0.0,0.0,10.0,3.946627079297938
0.0,0.0,11.0,3.9412042663084215
0.0,0.0,12.0,3.940109134700531
0.0,0.0,13.0,3.9429769042557976
0.0,0.0,14.0,3.9493309455661976
0.0,0.0,15.0,3.95859118538881
0.0,0.0,16.0,3.970085623699076
0.0,0.0,17.0,3.983064709893439
0.0,0.0,18.0,3.9967182327635316
0.0,0.0,19.0,4.010194295331591
0.0,0.0,20.0,4.022619874218631
0.0,0.0,21.0,4.03312240636726
0.0,0.0,22.0,4.040851805665195
0.0,0.0,23.0,4.045002289799723
0.0,0.0,24.0,4.044833394431071
0.0,0.0,25.0,4.039689567809385
0.0,0.0,26.0,4.029017773958361
0.0,0.0,27.0,4.01238258557355
0.0,0.0,28.0,3.989478317308514
0.0,0.0,29.0,3.9601378340749633
0.0,0.0,30.0,3.92433776481
0.0,0.0,31.0,3.8821999569097754
0.0,0.0,32.0,3.8339891169326266
0.0,0.0,33.0,3.780106695773242
0.0,0.0,34.0,3.7210811877499643
0.0,0.0,35.0,3.657555119404699
0.0,0.0,36.0,3.590269101905319
0.0,0.0,37.0,3.5200434076346974
0.0,0.0,38.0,3.4477576040761635
0.0,0.0,39.0,3.3743288341399627
0.0,0.0,40.0,3.300689369823923
0.0,0.0,41.0,3.2277640843571014
0.0,0.0,42.0,3.156448486159874
0.0,0.0,43.0,3.0875879361400735
0.0,0.0,44.0,3.021958628753871
0.0,0.0,45.0,2.9602508582404323
0.0,0.0,46.0,2.903055016422707
0.0,0.0,47.0,2.850850679906121
0.0,0.0,48.0,2.8039990452954413
0.0,0.0,49.0,2.762738864427252
0.0,1.0,0.0,4.326729285469147
0.0,1.0,1.0,4.287324169481112
0.0,1.0,2.0,4.24966746783557
0.0,1.0,3.0,4.214285245119491
0.0,1.0,4.0,4.18167847640733
0.0,1.0,5.0,4.152306802168365
0.0,1.0,6.0,4.1265726365989135
0.0,1.0,7.0,4.104806166357711
0.0,1.0,8.0,4.087251763593597
0.0,1.0,9.0,4.074056306298594
0.0,1.0,10.0,4.065259851123792
0.0,1.0,11.0,4.060789040169095
0.0,1.0,12.0,4.060453545752383
0.0,1.0,13.0,4.0639457681182165
0.0,1.0,14.0,4.070843903213534
0.0,1.0,15.0,4.0806183941178364
0.0,1.0,16.0,4.092641673774333
0.0,1.0,17.0,4.1062010017527
0.0,1.0,18.0,4.120514097315915
0.0,1.0,19.0,4.134747178387991
0.0,1.0,20.0,4.1480349342328315
0.0,1.0,21.0,4.159501891539304
0.0,1.0,22.0,4.168284581527859
0.0,1.0,23.0,4.173553881513082
0.0,1.0,24.0,4.174536889371422
0.0,1.0,25.0,4.170537694257538
0.0,1.0,26.0,4.160956431728573
0.0,1.0,27.0,4.145306055568323
0.0,1.0,28.0,4.123226320815537
0.0,1.0,29.0,4.094494550959593
0.0,1.0,30.0,4.059032854599728
0.0,1.0,31.0,4.016911560232874
0.0,1.0,32.0,3.9683487490270917
0.0,1.0,33.0,3.9137058809676777
0.0,1.0,34.0,3.853479625987613
0.0,1.0,35.0,3.7882901249288152
0.0,1.0,36.0,3.7188660118215844
0.0,1.0,37.0,3.646026625611013
0.0,1.0,38.0,3.5706619230065573
0.0,1.0,39.0,3.4937106719030124
0.0,1.0,40.0,3.4161375546399153
0.0,1.0,41.0,3.3389098406292708
0.0,1.0,42.0,3.262974297616548
0.0,1.0,43.0,3.18923499973844
0.0,1.0,44.0,3.1185326589699756
0.0,1.0,45.0,3.0516260555449346
0.0,1.0,46.0,2.9891760741508797
0.0,1.0,47.0,2.931732768385862
0.0,1.0,48.0,2.8797257788653834
0.0,1.0,49.0,2.8334583236486477
0.0,2.0,0.0,4.414412441860085
0.0,2.0,1.0,4.38090902474743
0.0,2.0,2.0,4.348635589016805
0.0,2.0,3.0,4.318086149840267
0.0,2.0,4.0,4.2897443739788805
0.0,2.0,5.0,4.264067229777547
0.0,2.0,6.0,4.241468577696818
0.0,2.0,7.0,4.2223032564350085
0.0,2.0,8.0,4.206852218488585
0.0,2.0,9.0,4.1953092491267485
0.0,2.0,10.0,4.1877697645987215
0.0,2.0,11.0,4.184222129949664
0.0,2.0,12.0,4.184541865684201
0.0,2.0,13.0,4.188489027819635
0.0,2.0,14.0,4.195708950225573
0.0,2.0,15.0,4.2057364345589905
0.0,2.0,16.0,4.21800336487731
0.0,2.0,17.0,4.231849614641235
0.0,2.0,18.0,4.246537006873632
0.0,2.0,19.0,4.261265987248403
0.0,2.0,20.0,4.27519457821158
0.0,2.0,21.0,4.287459102980855
0.0,2.0,22.0,4.29719610414606
0.0,2.0,23.0,4.303564834848326
0.0,2.0,24.0,4.30576967284692
0.0,2.0,25.0,4.30308180027871
0.0,2.0,26.0,4.294859505014978
0.0,2.0,27.0,4.280566492994251
0.0,2.0,28.0,4.259787653863203
0.0,2.0,29.0,4.232241793154941
0.0,2.0,30.0,4.197790930945821
0.0,2.0,31.0,4.156445866801125
0.0,2.0,32.0,4.108367820746412
0.0,2.0,33.0,4.053866076540258
0.0,2.0,34.0,3.9933916729988868
0.0,2.0,35.0,3.927527307742827
0.0,2.0,36.0,3.8569737317209327
0.0,2.0,37.0,3.782533018572102
0.0,2.0,38.0,3.7050891869192837
0.0,2.0,39.0,3.625586733029791
0.0,2.0,40.0,3.5450076933634334
0.0,2.0,41.0,3.4643478993612917
0.0,2.0,42.0,3.3845931090180286
0.0,2.0,43.0,3.306695700611851
0.0,2.0,44.0,3.2315525934124256
0.0,2.0,45.0,3.159985018916709
0.0,2.0,46.0,3.0927207055175745
0.0,2.0,47.0,3.030378961462808
0.0,2.0,48.0,2.97345904805161
0.0,2.0,49.0,2.9223321302646843
0.0,3.0,0.0,4.4915139000434765
0.0,3.0,1.0,4.46449871457788
0.0,3.0,2.0,4.438173817223563
0.0,3.0,3.0,4.412990086562129
0.0,3.0,4.0,4.389403739090955
0.0,3.0,5.0,4.367860211184313
0.0,3.0,6.0,4.348777534983239
0.0,3.0,7.0,4.332529771615259
0.0,3.0,8.0,4.319431077045312
0.0,3.0,9.0,4.309720968464256
0.0,3.0,10.0,4.3035513324230426
0.0,3.0,11.0,4.300975670558963
0.0,3.0,12.0,4.301941016008771
0.0,3.0,13.0,4.306282875330498
0.0,3.0,14.0,4.313723459368308
0.0,3.0,15.0,4.323873364861953
0.0,3.0,16.0,4.336236759963329
0.0,3.0,17.0,4.350220014681595
0.0,3.0,18.0,4.365143605290129
0.0,3.0,19.0,4.380257013577715
0.0,3.0,20.0,4.394756241105083
0.0,3.0,21.0,4.407803468716024
0.0,3.0,22.0,4.41854831550326
0.0,3.0,23.0,4.426150091866816
0.0,3.0,24.0,4.429800400330559
0.0,3.0,25.0,4.428745416911851
0.0,3.0,26.0,4.422307185933496
0.0,3.0,27.0,4.409903282410816
0.0,3.0,28.0,4.3910642380333185
0.0,3.0,29.0,4.365448188106902
0.0,3.0,30.0,4.332852275802413
0.0,3.0,31.0,4.2932204442574555
0.0,3.0,32.0,4.246647353578786
0.0,3.0,33.0,4.193378275253823
0.0,3.0,34.0,4.133804937255009
0.0,3.0,35.0,4.068457415372627
0.0,3.0,36.0,3.997992286138163
0.0,3.0,37.0,3.923177370262
0.0,3.0,38.0,3.844873499156028
0.0,3.0,39.0,3.7640138275031294
0.0,3.0,40.0,3.6815812890511697
0.0,3.0,41.0,3.5985848484462597
0.0,3.0,42.0,3.5160352371738077
0.0,3.0,43.0,3.434920875399342
0.0,3.0,44.0,3.3561846732456564
0.0,3.0,45.0,3.2807023750734947
0.0,3.0,46.0,3.2092630596207665
0.0,3.0,47.0,3.1425523390477195
0.0,3.0,48.0,3.0811387133013373
0.0,3.0,49.0,3.0254634355695953
0.0,4.0,0.0,4.548304059071799
0.0,4.0,1.0,4.528088247313253
0.0,4.0,2.0,4.508035803169717
0.0,4.0,3.0,4.488543838078736
0.0,4.0,4.0,4.470030895327168
0.0,4.0,5.0,4.4529214238134225
0.0,4.0,6.0,4.437629277596481
0.0,4.0,7.0,4.424540802138056
0.0,4.0,8.0,4.413998094062545
0.0,4.0,9.0,4.406283027568963
0.0,4.0,10.0,4.401602626895366
0.0,4.0,11.0,4.400076330695521
0.0,4.0,12.0,4.401725641742394
0.0,4.0,13.0,4.406466585568611
0.0,4.0,14.0,4.41410531663008
0.0,4.0,15.0,4.424337113002602
0.0,4.0,16.0,4.436748893602681
0.0,4.0,17.0,4.450825278913471
0.0,4.0,18.0,4.465958100875565
0.0,4.0,19.0,4.481459153757451
0.0,4.0,20.0,4.496575869222548
