x,y,z,value
0.0,0.0,0.0,3.8212385197764314
0.0,0.0,1.0,3.9911398397434774
0.0,0.0,2.0,4.170810939419406
0.0,0.0,3.0,4.352587888474889
0.0,0.0,4.0,4.528222619501471
0.0,0.0,5.0,4.68961991574724
0.0,0.0,6.0,4.829584412194859
0.0,0.0,7.0,4.942500830051539
0.0,0.0,8.0,5.024875447775757
0.0,0.0,9.0,5.075679512880527
0.0,0.0,10.0,5.096454727070469
0.0,0.0,11.0,5.091165124925222
0.0,0.0,12.0,5.065806073612084
0.0,0.0,13.0,5.027806910323383
0.0,0.0,14.0,4.985286082104151
0.0,0.0,15.0,4.946234066633945
0.0,0.0,16.0,4.917707953214352
0.0,0.0,17.0,4.905121303384249
0.0,0.0,18.0,4.9117037021467915
0.0,0.0,19.0,4.938187146057838
0.0,0.0,20.0,4.982752877655884
0.0,0.0,21.0,5.041244954056236
0.0,0.0,22.0,5.107628651919937
0.0,0.0,23.0,5.174645796826494
0.0,0.0,24.0,5.23459807828678
0.0,0.0,25.0,5.28017565781463
0.0,0.0,26.0,5.305243398853235
0.0,0.0,27.0,5.30550139625689
0.0,0.0,28.0,5.278949700616392
0.0,0.0,29.0,5.226107799773197
0.0,0.0,30.0,5.149965313884911
0.0,0.0,31.0,5.055668701086378
0.0,0.0,32.0,4.9499765262311435
0.0,0.0,33.0,4.840540064210507
0.0,0.0,34.0,4.735084142657526
0.0,0.0,35.0,4.640573303345438
0.0,0.0,36.0,4.562449577426051
0.0,0.0,37.0,4.504020398844851
0.0,0.0,38.0,4.466059356955852
0.0,0.0,39.0,4.4466603940523814
0.0,0.0,40.0,4.441360105746947
0.0,0.0,41.0,4.443515785951589
0.0,0.0,42.0,4.444901612545276
0.0,0.0,43.0,4.4364644787356715
0.0,0.0,44.0,4.40916649294189
0.0,0.0,45.0,4.354834411354576
0.0,0.0,46.0,4.266937684334963
0.0,0.0,47.0,4.1412259565264335
0.0,0.0,48.0,3.9761725165434676
0.0,0.0,49.0,3.773190454438689
0.0,1.0,0.0,3.763457609421868
0.0,1.0,1.0,3.9265984230670035
0.0,1.0,2.0,4.099104567025271
0.0,1.0,3.0,4.273252782600033
0.0,1.0,4.0,4.440885456629586
0.0,1.0,5.0,4.594156125319862
0.0,1.0,6.0,4.726264178825268
0.0,1.0,7.0,4.832102404299288
0.0,1.0,8.0,4.90874827566908
0.0,1.0,9.0,4.955744825942144
0.0,1.0,10.0,4.975138060755753
0.0,1.0,11.0,4.97126300751306
0.0,1.0,12.0,4.950296970848522
0.0,1.0,13.0,4.919623512127268
0.0,1.0,14.0,4.887071337985903
0.0,1.0,15.0,4.86010634970595
0.0,1.0,16.0,4.845060945152027
0.0,1.0,17.0,4.8464815365982785
0.0,1.0,18.0,4.866663387270631
0.0,1.0,19.0,4.9054224750109
0.0,1.0,20.0,4.960129199322534
0.0,1.0,21.0,5.026001013745854
0.0,1.0,22.0,5.096623474502325
0.0,1.0,23.0,5.164644736054809
0.0,1.0,24.0,5.222569854293195
0.0,1.0,25.0,5.263570415971606
0.0,1.0,26.0,5.2822231883191995
0.0,1.0,27.0,5.275098885126005
0.0,1.0,28.0,5.241137981917642
0.0,1.0,29.0,5.181773075341678
0.0,1.0,30.0,5.100784137731161
0.0,1.0,31.0,5.003901278120857
0.0,1.0,32.0,4.898196259221445
0.0,1.0,33.0,4.791326203419121
0.0,1.0,34.0,4.690708318918523
0.0,1.0,35.0,4.602711510274948
0.0,1.0,36.0,4.531948741996487
0.0,1.0,37.0,4.480743312739472
0.0,1.0,38.0,4.448824013439253
0.0,1.0,39.0,4.433280508181933
0.0,1.0,40.0,4.428783761319634
0.0,1.0,41.0,4.428049765159143
0.0,1.0,42.0,4.422500971061274
0.0,1.0,43.0,4.403061108966354
0.0,1.0,44.0,4.361007302336341
0.0,1.0,45.0,4.288799562807494
0.0,1.0,46.0,4.180812018000901
0.0,1.0,47.0,4.033901856199208
0.0,1.0,48.0,3.847769473083908
0.0,1.0,49.0,3.625084619170093
0.0,2.0,0.0,3.6980717547768123
0.0,2.0,1.0,3.854271722459464
0.0,2.0,2.0,4.019530476846016
0.0,2.0,3.0,4.186088896079229
0.0,2.0,4.0,4.345902986617289
0.0,2.0,5.0,4.491393223302551
0.0,2.0,6.0,4.616162275651672
0.0,2.0,7.0,4.715605874512694
0.0,2.0,8.0,4.787351281155817
0.0,2.0,9.0,4.831474837332219
0.0,2.0,10.0,4.850472681665768
0.0,2.0,11.0,4.84898454139023
0.0,2.0,12.0,4.833296775343636
0.0,2.0,13.0,4.810674685405796
0.0,2.0,14.0,4.788592884974818
0.0,2.0,15.0,4.773944093885168
0.0,2.0,16.0,4.7723097656357
0.0,2.0,17.0,4.787370018027463
0.0,2.0,18.0,4.820515989476454
0.0,2.0,19.0,4.870706468800887
0.0,2.0,20.0,4.934584708203533
0.0,2.0,21.0,5.006843517631358
0.0,2.0,22.0,5.080800066004106
0.0,2.0,23.0,5.149119183141534
0.0,2.0,24.0,5.204607836424754
0.0,2.0,25.0,5.2409956138422915
0.0,2.0,26.0,5.253617344547484
0.0,2.0,27.0,5.239924297163119
0.0,2.0,28.0,5.199768601212593
