x,y,z,value
0.0,0.0,0.0,2.7175749386684505
0.0,0.0,1.0,2.7293549401051997
0.0,0.0,2.0,2.7417997170044197
0.0,0.0,3.0,2.7549347301209917
0.0,0.0,4.0,2.7687860088695233
0.0,0.0,5.0,2.7833798403604733
0.0,0.0,6.0,2.7987424272713866
0.0,0.0,7.0,2.8148995171911513
0.0,0.0,8.0,2.8318760064657327
0.0,0.0,9.0,2.849695521940196
0.0,0.0,10.0,2.8683799843298705
0.0,0.0,11.0,2.8879491572595506
0.0,0.0,12.0,2.9084201862801677
0.0,0.0,13.0,2.9298071324042496
0.0,0.0,14.0,2.9521205048918904
0.0,0.0,15.0,2.9753667981654646
0.0,0.0,16.0,2.9995480378318757
0.0,0.0,17.0,3.0246613408440925
0.0,0.0,18.0,3.0506984948380618
0.0,0.0,19.0,3.0776455616358493
0.0,0.0,20.0,3.105482509811076
0.0,0.0,21.0,3.1341828810684076
0.0,0.0,22.0,3.1637134949958345
0.0,0.0,23.0,3.1940341965079004
0.0,0.0,24.0,3.2250976500115662
0.0,0.0,25.0,3.2568491839960436
0.0,0.0,26.0,3.289226689376392
0.0,0.0,27.0,3.3221605745106855
0.0,0.0,28.0,3.3555737793656712
0.0,0.0,29.0,3.3893818508295728
0.0,0.0,30.0,3.4234930806671904
0.0,0.0,31.0,3.4578087070860435
0.0,0.0,32.0,3.4922231803373887
0.0,0.0,33.0,3.526624492217668
0.0,0.0,34.0,3.560894568768867
0.0,0.0,35.0,3.5949097249058077
0.0,0.0,36.0,3.628541179129567
0.0,0.0,37.0,3.6616556259242454
0.0,0.0,38.0,3.694115862884482
0.0,0.0,39.0,3.72578146908838
0.0,0.0,40.0,3.7565095307201437
0.0,0.0,41.0,3.7861554094633023
0.0,0.0,42.0,3.8145735487338674
0.0,0.0,43.0,3.8416183124072893
0.0,0.0,44.0,3.8671448503179358
0.0,0.0,45.0,3.891009984478762
0.0,0.0,46.0,3.913073109685243
0.0,0.0,47.0,3.9331971019345575
0.0,0.0,48.0,3.9512492279111795
0.0,0.0,49.0,3.967102048665191
0.0,1.0,0.0,2.7102713868982744
0.0,1.0,1.0,2.7200534092448274
0.0,1.0,2.0,2.730445241874355
0.0,1.0,3.0,2.7414753418354123
0.0,1.0,4.0,2.7531730016219518
0.0,1.0,5.0,2.765568034046987
0.0,1.0,6.0,2.7786904244506268
0.0,1.0,7.0,2.792569952854995
0.0,1.0,8.0,2.807235789079136
0.0,1.0,9.0,2.8227160642039486
0.0,1.0,10.0,2.839037422126052
0.0,1.0,11.0,2.856224555256815
0.0,1.0,12.0,2.8742997287046457
0.0,1.0,13.0,2.893282297522124
0.0,1.0,14.0,2.9131882218014926
0.0,1.0,15.0,2.9340295845599957
0.0,1.0,16.0,2.955814117468457
0.0,1.0,17.0,2.9785447395405296
0.0,1.0,18.0,3.002219113914978
